Title,Author,Rating
The Memoirs of Cleopatra,Margaret George,"4.19 avg rating — 21,257 ratings"
The Dovekeepers,Alice Hoffman,"4.07 avg rating — 78,852 ratings"
"The Prisoner of Acre (Ash Carter Near East Crime, #4)",Murray Bailey,4.41 avg rating — 545 ratings
"Night School (Night School, #1)",C.J. Daugherty,"4.07 avg rating — 27,900 ratings"
Earth Abides,George R. Stewart,"3.95 avg rating — 32,353 ratings"
"The Hollow (The Hollow, #1)",Jessica Verday,"3.74 avg rating — 20,935 ratings"
"Flow My Tears, the Policeman Said",Philip K. Dick,"3.91 avg rating — 43,983 ratings"
Jamaica Inn,Daphne du Maurier,"3.90 avg rating — 55,899 ratings"
Alexander Hamilton,Ron Chernow,"4.22 avg rating — 192,261 ratings"
يوتوبيا,أحمد خالد توفيق,"3.93 avg rating — 57,269 ratings"
"Revenge of the Witch (The Last Apprentice / Wardstone Chronicles, #1)",Joseph  Delaney,"4.02 avg rating — 52,672 ratings"
"My Wolf's Bane (Shapes of Autumn, #1)",Veronica Blade,"3.78 avg rating — 1,178 ratings"
"Night Embrace (Dark-Hunter, #2)",Sherrilyn Kenyon,"4.23 avg rating — 61,284 ratings"
"The Curse of Chalion (World of the Five Gods, #1)",Lois McMaster Bujold,"4.18 avg rating — 41,266 ratings"
"Aztec (Aztec, #1)",Gary Jennings,"4.26 avg rating — 20,085 ratings"
"When Will There Be Good News? (Jackson Brodie, #3)",Kate Atkinson,"really liked it 4.00 avg rating — 50,633 ratings"
Back To You,Steve  Bates,"4.25 avg rating — 3,056 ratings"
"It Starts with Us (It Ends with Us, #2)",Colleen Hoover,"3.85 avg rating — 1,974,552 ratings"
Believing Christ: The Parable of the Bicycle and Other Good News,Stephen E. Robinson,"4.51 avg rating — 15,562 ratings"
"Destined (House of Night, #9)",P.C. Cast,"4.03 avg rating — 88,449 ratings"
"Illusions (Wings, #3)",Aprilynne Pike,"4.10 avg rating — 33,041 ratings"
"Abraham Lincoln: Vampire Hunter (Abraham Lincoln: Vampire Hunter, #1)",Seth Grahame-Smith,"3.71 avg rating — 137,878 ratings"
"Red Seas Under Red Skies (Gentleman Bastard, #2)",Scott Lynch,"4.25 avg rating — 153,384 ratings"
"Ash Princess (Ash Princess Trilogy, #1)",Laura Sebastian,"3.87 avg rating — 73,322 ratings"
Time Enough for Love,Robert A. Heinlein,"3.97 avg rating — 36,598 ratings"
Cruel Beauty,Rosamund Hodge,"3.64 avg rating — 92,771 ratings"
Counting by 7s,Holly Goldberg Sloan,"4.14 avg rating — 85,042 ratings"
"Magic's Pawn (The Last Herald-Mage, #1)",Mercedes Lackey,"4.20 avg rating — 28,000 ratings"
"A Fistful of Charms (The Hollows, #4)",Kim Harrison,"4.27 avg rating — 58,762 ratings"
"My Family and Other Animals (Corfu Trilogy, #1)",Gerald Durrell,"4.17 avg rating — 60,468 ratings"
A Fraction of the Whole,Steve Toltz,"4.14 avg rating — 23,695 ratings"
"Wintersmith (Discworld, #35; Tiffany Aching, #3)",Terry Pratchett,"4.25 avg rating — 65,924 ratings"
An Inquiry into the Nature and Causes of the Wealth of Nations,Adam Smith,"3.88 avg rating — 34,134 ratings"
The Island of Dr. Moreau,H.G. Wells,"3.73 avg rating — 129,972 ratings"
A Is for Alibi (Kinsey Millhone #1),Sue Grafton,"3.86 avg rating — 189,208 ratings"
The Last Juror,John Grisham,"3.95 avg rating — 105,601 ratings"
"The Lord God Made Them All (All Creatures Great and Small, #7)",James Herriot,"4.44 avg rating — 29,168 ratings"
Colorless Tsukuru Tazaki and His Years of Pilgrimage,Haruki Murakami,"3.87 avg rating — 194,645 ratings"
The Elements of Style,William Strunk Jr.,"4.18 avg rating — 85,864 ratings"
"Touch of Power (Healer, #1)",Maria V. Snyder,"4.13 avg rating — 46,866 ratings"
Secrets of the Realm,Bev Stout,3.97 avg rating — 632 ratings
Bel-Ami,Guy de Maupassant,"3.86 avg rating — 46,255 ratings"
"The Merchant of Death (Pendragon, #1)",D.J. MacHale,"3.97 avg rating — 51,830 ratings"
Of Love and Other Demons,Gabriel García Márquez,"3.96 avg rating — 82,669 ratings"
Astrophysics for People in a Hurry,Neil deGrasse Tyson,"4.08 avg rating — 196,748 ratings"
Searching For Zen: A Tale Of Divine Destiny,Albert T. Franklin,"4.39 avg rating — 1,043 ratings"
Vanishing Acts,Jodi Picoult,"3.73 avg rating — 114,483 ratings"
The Demigod Diaries,Rick Riordan,"4.12 avg rating — 66,151 ratings"
"Brooklyn (Eilis Lacey, #1)",Colm Tóibín,"3.74 avg rating — 146,307 ratings"
"Genghis: Birth of an Empire (Conqueror, #1)",Conn Iggulden,"4.39 avg rating — 36,447 ratings"
"A Thousand Pieces of You (Firebird, #1)",Claudia Gray,"3.90 avg rating — 60,675 ratings"
The Power,Naomi Alderman,"3.75 avg rating — 244,401 ratings"
"How the World Really Works: A Scientist's Guide to Our Past, Present and Future",Vaclav Smil,"3.96 avg rating — 12,719 ratings"
The Best and the Brightest,David Halberstam,"4.27 avg rating — 12,553 ratings"
"The Hidden Staircase (Nancy Drew Mystery Stories, #2)",Carolyn Keene,"3.96 avg rating — 43,652 ratings"
Digging for God,Tom Hillman,"4.31 avg rating — 1,642 ratings"
"Many Lives, Many Masters: The True Story of a Prominent Psychiatrist, His Young Patient, and the Past Life Therapy That Changed Both Their Lives",Brian L. Weiss,"4.17 avg rating — 76,231 ratings"
Prozac Nation,Elizabeth Wurtzel,"3.63 avg rating — 63,110 ratings"
The Worst Hard Time: The Untold Story of Those Who Survived the Great American Dust Bowl,Timothy Egan,"4.06 avg rating — 59,227 ratings"
"The Girl Who Circumnavigated Fairyland in a Ship of Her Own Making (Fairyland, #1)",Catherynne M. Valente,"3.95 avg rating — 41,130 ratings"
Sundays at Tiffany's,James  Patterson,"3.77 avg rating — 71,946 ratings"
"The Darkest Hour (Warriors, #6)",Erin Hunter,"4.54 avg rating — 55,248 ratings"
An Ideal Husband,Oscar Wilde,"4.01 avg rating — 43,753 ratings"
"Flat-Out Love (Flat-Out Love, #1)",Jessica Park,"really liked it 4.00 avg rating — 60,108 ratings"
The 16 Undeniable Laws of Communication: Apply Them and Make the Most of Your Message,John C. Maxwell,"4.35 avg rating — 1,169 ratings"
"Driven (Driven, #1)",K. Bromberg,"4.24 avg rating — 62,841 ratings"
Thirteen for Dinner,Kathleen Lopez,4.29 avg rating — 309 ratings
Endless Night,Agatha Christie,"3.81 avg rating — 41,785 ratings"
"Sempre (Sempre, #1)",J.M. Darhower,"4.13 avg rating — 28,376 ratings"
"Tiger's Destiny (The Tiger Saga, #4)",Colleen Houck,"4.36 avg rating — 27,666 ratings"
"King Leopold's Ghost: A Story of Greed, Terror, and Heroism in Colonial Africa",Adam Hochschild,"4.18 avg rating — 64,842 ratings"
"Treacherous Estate (Jack Ludefance, #1)",Behcet Kaya,"4.25 avg rating — 10,209 ratings"
The Witch of Portobello,Paulo Coelho,"3.56 avg rating — 83,119 ratings"
Small Great Things,Jodi Picoult,"4.36 avg rating — 416,608 ratings"
Welcome to the Monkey House,Kurt Vonnegut Jr.,"4.13 avg rating — 63,069 ratings"
"Nevermore (Maximum Ride, #8)",James  Patterson,"3.89 avg rating — 39,244 ratings"
Dare Me,Megan Abbott,"3.24 avg rating — 29,734 ratings"
Narcopolis,Jeet Thayil,"3.44 avg rating — 7,861 ratings"
Four Thousand Weeks: Time Management for Mortals,Oliver Burkeman,"4.20 avg rating — 109,282 ratings"
"The Girl with the Porcelain Lips (Godfrey Davis, #2)",A.R. Merrydew,4.32 avg rating — 899 ratings
The Storyteller,Antonia Michaelis,"4.01 avg rating — 9,483 ratings"
"Devourer of Men (Devourer, #1)",Nikki St. Crowe,"4.11 avg rating — 17,713 ratings"
"Career of Evil (Cormoran Strike, #3)",Robert Galbraith,"4.22 avg rating — 221,545 ratings"
Wings of Fire: An Autobiography,A.P.J. Abdul Kalam,"4.29 avg rating — 53,251 ratings"
Hope: A Memoir of Survival in Cleveland,Amanda     Berry,"4.36 avg rating — 18,604 ratings"
"The Last Ever After (The School for Good and Evil, #3)",Soman Chainani,"4.24 avg rating — 45,811 ratings"
The Moviegoer,Walker Percy,"3.65 avg rating — 29,953 ratings"
"Wolfsbane (Nightshade, #2; Nightshade World, #5)",Andrea Cremer,"4.10 avg rating — 47,889 ratings"
The Motorcycle Diaries: Notes on a Latin American Journey,Ernesto Che Guevara,"3.79 avg rating — 43,451 ratings"
"Ten Tiny Breaths (Ten Tiny Breaths, #1)",K.A. Tucker,"4.08 avg rating — 82,884 ratings"
An Instance of the Fingerpost,Iain Pears,"3.94 avg rating — 26,489 ratings"
"Kiss of Death (The Morganville Vampires, #8)",Rachel Caine,"4.20 avg rating — 39,741 ratings"
"The Call to Serve (The Serve, #1)",Cece Whittaker,4.27 avg rating — 418 ratings
The Caine Mutiny,Herman Wouk,"4.29 avg rating — 26,248 ratings"
The Sugar Queen,Sarah Addison Allen,"3.99 avg rating — 56,659 ratings"
"Light (Gone, #6)",Michael  Grant,"4.35 avg rating — 41,805 ratings"
The Complete Essays,Michel de Montaigne,"4.23 avg rating — 21,310 ratings"
A Summer of Good-Byes (Blue Triangle Press Book 2),Fred Misurella,4.33 avg rating — 553 ratings
Earth of Another Kind (Another Kind #2),Steven Decker,4.37 avg rating — 815 ratings
"The Boy, the Mole, the Fox and the Horse",Charlie Mackesy,"4.56 avg rating — 217,313 ratings"
"Her Final Breath (Tracy Crosswhite, #2)",Robert Dugoni,"4.32 avg rating — 67,586 ratings"
Keeping the Moon,Sarah Dessen,"3.84 avg rating — 68,880 ratings"
Cell,Stephen        King,"3.66 avg rating — 231,556 ratings"
The Score Takes Care of Itself: My Philosophy of Leadership,Bill   Walsh,"4.22 avg rating — 5,664 ratings"
Mark of the Lion Trilogy,Francine  Rivers,"4.78 avg rating — 13,941 ratings"
All Creatures Great and Small / All Things Bright and Beautiful,James Herriot,"4.34 avg rating — 15,449 ratings"
The Fan Man,William Kotzwinkle,"4.02 avg rating — 1,485 ratings"
"Golden Fool (Tawny Man, #2)",Robin Hobb,"4.37 avg rating — 87,664 ratings"
"The Blood Traitor (The Prison Healer, #3)",Lynette Noni,"4.45 avg rating — 73,890 ratings"
"The Confusion (The Baroque Cycle, #2)",Neal Stephenson,"4.27 avg rating — 24,943 ratings"
"On the Banks of Plum Creek (Little House, #4)",Laura Ingalls Wilder,"4.22 avg rating — 105,047 ratings"
The Lost Apothecary,Sarah Penner,"3.76 avg rating — 455,714 ratings"
Hoodwinked: Uncovering Our Fundamental Superstitions,Larry  Gottlieb,4.31 avg rating — 341 ratings
Big Sur,Jack Kerouac,"3.84 avg rating — 36,815 ratings"
Krabat,Otfried Preußler,"3.91 avg rating — 23,930 ratings"
I'm a Stranger Here Myself: Notes on Returning to America After Twenty Years Away,Bill Bryson,"3.90 avg rating — 68,257 ratings"
Unaccustomed Earth,Jhumpa Lahiri,"4.13 avg rating — 95,153 ratings"
"Into the Wilderness (Wilderness, #1)",Sara Donati,"4.12 avg rating — 42,727 ratings"
Children of Dune (Dune #3),Frank Herbert,"3.96 avg rating — 230,631 ratings"
Notes from a Small Island,Bill Bryson,"3.92 avg rating — 116,931 ratings"
Forever Amber,Kathleen Winsor,"really liked it 4.00 avg rating — 19,333 ratings"
'Tis,Frank McCourt,"3.73 avg rating — 65,013 ratings"
Ocean Sea,Alessandro Baricco,"4.09 avg rating — 27,864 ratings"
"East (East, #1)",Edith Pattou,"4.14 avg rating — 45,902 ratings"
We Wish to Inform You That Tomorrow We Will Be Killed with Our Families,Philip Gourevitch,"4.22 avg rating — 35,513 ratings"
The Memory Keeper of Kyiv,Erin Litteken,"4.44 avg rating — 18,709 ratings"
The Ancestor's Tale: A Pilgrimage to the Dawn of Evolution,Richard Dawkins,"4.14 avg rating — 28,299 ratings"
"A Deepness in the Sky (Zones of Thought, #2)",Vernor Vinge,"4.32 avg rating — 34,440 ratings"
"The Bourne Supremacy (Jason Bourne, #2)",Robert Ludlum,"4.11 avg rating — 181,085 ratings"
Hinds' Feet on High Places,Hannah Hurnard,"4.34 avg rating — 58,937 ratings"
Carmilla,J. Sheridan Le Fanu,"3.87 avg rating — 157,084 ratings"
Sobre héroes y tumbas,Ernesto Sabato,"4.27 avg rating — 13,498 ratings"
Median Gray,Bill Mesce Jr.,"4.28 avg rating — 2,014 ratings"
"Collected Poems, 1909-1962",T.S. Eliot,"4.29 avg rating — 21,456 ratings"
Moon Tiger,Penelope Lively,"3.91 avg rating — 18,043 ratings"
Under the Tuscan Sun: At Home in Italy,Frances Mayes,"3.77 avg rating — 328,585 ratings"
"Julie and Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen",Julie Powell,"3.71 avg rating — 160,165 ratings"
I Hope This Doesn't Find You,Ann Liang,"4.16 avg rating — 48,554 ratings"
The Essential Calvin and Hobbes: A Calvin and Hobbes Treasury,Bill Watterson,"4.65 avg rating — 122,625 ratings"
"The Woman Who Rides Like a Man (Song of the Lioness, #3)",Tamora Pierce,"4.19 avg rating — 82,437 ratings"
"No Rest for the Wicked (Immortals After Dark, #2)",Kresley Cole,"4.26 avg rating — 60,834 ratings"
Alcoholics Anonymous,Alcoholics Anonymous,"4.49 avg rating — 11,442 ratings"
Snuff,Chuck Palahniuk,"3.22 avg rating — 65,592 ratings"
The Island,Victoria Hislop,"4.11 avg rating — 57,084 ratings"
The Sea Wolf,Jack London,"4.06 avg rating — 32,269 ratings"
Orange Is the New Black,Piper Kerman,"3.72 avg rating — 204,145 ratings"
The Lost City: An Epic YA Fantasy Novel (The Tixie Chronicles Book 4),Jack  Borden,4.38 avg rating — 581 ratings
Caught,Harlan Coben,"4.01 avg rating — 78,511 ratings"
"Reunion (The Mediator, #3)",Jenny Carroll,"4.09 avg rating — 40,495 ratings"
The Life and Times of the Thunderbolt Kid,Bill Bryson,"3.93 avg rating — 67,130 ratings"
Behind Her Eyes,Sarah Pinborough,"3.80 avg rating — 190,875 ratings"
"Fire and Ice (Warriors, #2)",Erin Hunter,"4.36 avg rating — 68,036 ratings"
"Through the Looking-Glass and What Alice Found There (Alice's Adventures in Wonderland, #2)",Lewis Carroll,"4.01 avg rating — 140,694 ratings"
Leonardo da Vinci,Walter Isaacson,"4.20 avg rating — 118,688 ratings"
"Heir of Broken Fate (HOBF, #1)",Mads Rafferty,"3.70 avg rating — 6,689 ratings"
The Lost Artefacts - The Complete Collection,Johnathon Nicolaou,4.75 avg rating — 63 ratings
"The Time Paradox (Artemis Fowl, #6)",Eoin Colfer,"4.08 avg rating — 93,839 ratings"
Lights on the Sea,Miquel Reina,"3.95 avg rating — 2,895 ratings"
"A Higher Loyalty: Truth, Lies, and Leadership",James B. Comey,"4.10 avg rating — 48,871 ratings"
All Over But the Shoutin',Rick Bragg,"4.13 avg rating — 29,008 ratings"
"Radiant Shadows (Wicked Lovely, #4)",Melissa Marr,"3.97 avg rating — 39,125 ratings"
Batman: Year One,Frank Miller,"4.24 avg rating — 264,030 ratings"
The Gift of Fear: Survival Signals That Protect Us from Violence,Gavin de Becker,"4.18 avg rating — 48,394 ratings"
Don't Close Your Eyes,Lynessa James,3.76 avg rating — 606 ratings
The First Fifteen Lives of Harry August,Claire North,"4.03 avg rating — 94,974 ratings"
Pilgrim at Tinker Creek,Annie Dillard,"4.08 avg rating — 28,762 ratings"
"1st to Die (Women's Murder Club, #1)",James  Patterson,"4.10 avg rating — 351,451 ratings"
Nutshell,Ian McEwan,"3.68 avg rating — 55,833 ratings"
Tales of Old: Greek Mythology: Volume 1,Johnathon Nicolaou,4.50 avg rating — 116 ratings
"The Declaration (The Declaration, #1)",Gemma Malley,"3.71 avg rating — 23,026 ratings"
"The Ship of the Dead (Magnus Chase and the Gods of Asgard, #3)",Rick Riordan,"4.37 avg rating — 100,913 ratings"
Verity,Colleen Hoover,"4.30 avg rating — 3,427,877 ratings"
"Creativity, Inc.: Overcoming the Unseen Forces That Stand in the Way of True Inspiration",Ed Catmull,"4.22 avg rating — 98,826 ratings"
Слънце недосегаемо,Николай Теллалов,4.11 avg rating — 124 ratings
"Once Burned (Night Prince, #1)",Jeaniene Frost,"4.19 avg rating — 70,639 ratings"
Batman: The Long Halloween,Jeph Loeb,"4.34 avg rating — 106,289 ratings"
"I Have Never (First Comes Love, #2)",Camilla Isley,"3.89 avg rating — 2,744 ratings"
"The Magic Faraway Tree (The Faraway Tree, #2)",Enid Blyton,"4.29 avg rating — 37,753 ratings"
"Understanding China: Learning from China's Past, Present, and Future",Stefan Piech,3.88 avg rating — 56 ratings
"Proven Guilty (The Dresden Files, #8)",Jim  Butcher,"4.39 avg rating — 126,107 ratings"
"Son (The Giver, #4)",Lois Lowry,"3.99 avg rating — 109,853 ratings"
In the Heart of the Sea: The Tragedy of the Whaleship Essex,Nathaniel Philbrick,"4.16 avg rating — 114,624 ratings"
Factfulness: Ten Reasons We're Wrong About the World – and Why Things Are Better Than You Think,Hans Rosling,"4.36 avg rating — 195,307 ratings"
"Devil in Winter (Wallflowers, #3)",Lisa Kleypas,"4.21 avg rating — 95,157 ratings"
"Eternal Kiss of Darkness (Night Huntress World, #2)",Jeaniene Frost,"4.21 avg rating — 44,432 ratings"
I'm Thinking of Ending Things,Iain Reid,"3.53 avg rating — 183,437 ratings"
Invitation to a Beheading,Vladimir Nabokov,"3.92 avg rating — 19,135 ratings"
Silence,Shūsaku Endō,"4.09 avg rating — 37,112 ratings"
"Queen of the Darkness (The Black Jewels, #3)",Anne Bishop,"4.36 avg rating — 29,774 ratings"
My Heart and Other Black Holes,Jasmine Warga,"3.96 avg rating — 61,865 ratings"
"The White Dragon (The Dragonriders of Pern, #3)",Anne McCaffrey,"4.20 avg rating — 49,471 ratings"
Twelve Years a Slave,Solomon Northup,"4.22 avg rating — 122,193 ratings"
"The Gilded Wolves (The Gilded Wolves, #1)",Roshani Chokshi,"3.71 avg rating — 50,043 ratings"
"The Magician (The Secrets of the Immortal Nicholas Flamel, #2)",Michael Scott,"4.10 avg rating — 99,797 ratings"
The Tiger's Wife,Téa Obreht,"3.42 avg rating — 101,425 ratings"
"Squire (Protector of the Small, #3)",Tamora Pierce,"4.30 avg rating — 54,477 ratings"
"Rodrick Rules (Diary of a Wimpy Kid, #2)",Jeff Kinney,"4.16 avg rating — 189,411 ratings"
"Stray (Shifters, #1)",Rachel Vincent,"3.79 avg rating — 37,251 ratings"
"One Piece, Volume 1: Romance Dawn (One Piece, #1)",Eiichiro Oda,"4.49 avg rating — 166,074 ratings"
Let's Pretend This Never Happened: A Mostly True Memoir,Jenny  Lawson,"3.90 avg rating — 197,743 ratings"
The Signature of All Things,Elizabeth Gilbert,"3.88 avg rating — 121,773 ratings"
The Fever,Megan Abbott,"3.10 avg rating — 26,217 ratings"
Dark Rooms,Lili Anolik,"3.14 avg rating — 3,443 ratings"
"""Look Here, Sir, What a Curious Bird"": Searching for Ali, Alfred Russel Wallace's Faithful Companion",Paul Spencer Sochaczewski,4.31 avg rating — 779 ratings
Shifting Moon,Hope Worthington,4.36 avg rating — 950 ratings
The Sex Lives of Siamese Twins,Irvine Welsh,"3.66 avg rating — 5,431 ratings"
"Gardens of the Moon (Malazan Book of the Fallen, #1)",Steven Erikson,"3.93 avg rating — 129,879 ratings"
The Three Stigmata of Palmer Eldritch,Philip K. Dick,"4.01 avg rating — 41,778 ratings"
"Terrier (Beka Cooper, #1)",Tamora Pierce,"4.16 avg rating — 69,531 ratings"
Flow: The Psychology of Optimal Experience,Mihály Csíkszentmihályi,"4.11 avg rating — 85,225 ratings"
"Sex in the Title: A Comedy about Dating, Sex, and Romance in NYC",Zack Love,3.50 avg rating — 837 ratings
"Moon Called (Mercy Thompson, #1)",Patricia Briggs,"4.15 avg rating — 214,274 ratings"
